ano,turno,sigla_uf,sigla_uf_nome,id_municipio,id_municipio_nome,id_municipio_tse,id_municipio_tse_nome,zona,secao,tipo_secao_agregada,numero,nome,tipo,endereco,bairro,cep,telefone,latitude,longitude,situacao,situacao_zona,situacao_secao,situacao_localidade,situacao_secao_acessibilidade,eleitores_secao
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,314,15,1,1031,EMEI - E. M. EDUCAÇÃO INFANTIL - MARIA PACHECO REZENDE,1,"AV. UBIRATAN HONORIO DE CASTRO, 680",SANTA MÔNICA,38408154,32313406,,,1,1,1,1,0,323
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,314,13,1,1031,EMEI - E. M. EDUCAÇÃO INFANTIL - MARIA PACHECO REZENDE,1,"AV. UBIRATAN HONORIO DE CASTRO, 680",SANTA MÔNICA,38408154,32313406,,,1,1,1,1,0,328
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,314,245,1,1031,EMEI - E. M. EDUCAÇÃO INFANTIL - MARIA PACHECO REZENDE,1,"AV. UBIRATAN HONORIO DE CASTRO, 680",SANTA MÔNICA,38408154,32313406,,,1,1,1,1,1,191
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,314,14,1,1031,EMEI - E. M. EDUCAÇÃO INFANTIL - MARIA PACHECO REZENDE,1,"AV. UBIRATAN HONORIO DE CASTRO, 680",SANTA MÔNICA,38408154,32313406,,,1,1,1,1,0,325
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,314,171,1,1031,EMEI - E. M. EDUCAÇÃO INFANTIL - MARIA PACHECO REZENDE,1,"AV. UBIRATAN HONORIO DE CASTRO, 680",SANTA MÔNICA,38408154,32313406,,,1,1,1,1,0,325
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,314,12,1,1031,EMEI - E. M. EDUCAÇÃO INFANTIL - MARIA PACHECO REZENDE,1,"AV. UBIRATAN HONORIO DE CASTRO, 680",SANTA MÔNICA,38408154,32313406,,,1,1,1,1,0,322
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,314,11,1,1031,EMEI - E. M. EDUCAÇÃO INFANTIL - MARIA PACHECO REZENDE,1,"AV. UBIRATAN HONORIO DE CASTRO, 680",SANTA MÔNICA,38408154,32313406,,,1,1,1,1,0,317
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,314,16,1,1031,EMEI - E. M. EDUCAÇÃO INFANTIL - MARIA PACHECO REZENDE,1,"AV. UBIRATAN HONORIO DE CASTRO, 680",SANTA MÔNICA,38408154,32313406,,,1,1,1,1,0,320
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,314,180,1,1295,ADEVIUDI - ASSOCIAÇÃO DOS DEFICIENTES VISUAIS DE UBERLÂNDIA,1,"AV. SEGISMUNDO PEREIRA , 1355",SANTA MÔNICA,38408170,32361774,,,1,1,1,1,1,238
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,314,201,1,1295,ADEVIUDI - ASSOCIAÇÃO DOS DEFICIENTES VISUAIS DE UBERLÂNDIA,1,"AV. SEGISMUNDO PEREIRA , 1355",SANTA MÔNICA,38408170,32361774,,,1,1,1,1,1,237
2016,1,MG,Minas Gerais,3170206,Uberlândia,54038,Uberlândia,314,240,1,1295,ADEVIUDI - ASSOCIAÇÃO DOS DEFICIENTES VISUAIS DE UBERLÂNDIA,1,"AV. SEGISMUNDO PEREIRA , 1355",SANTA MÔNICA,38408170,32361774,,,1,1,1,1,0,392
